"2024-09-23 00:00:00","","-1","-1"
"예쁜 신입사원이 내 커피를 사온 이유 #shorts #유머짤시리즈","예쁜 신입사원이 내 커피를 사온 이유.","517072","27858"
"이 챌린지 아직도 유행중인가요?🎵#춤추는은채 #kpop #춤추는곰돌 #춤추는현수 #afstarz #랜덤플레이댄스 #댄스 #챌린지 #shorts #랜덤댄스","춤추는곰돌​ #춤추는곰돌의랜덤댄스​ #랜덤댄스​ #randomdance​ #afstarz​ #kpop​ #dance​ #댄스​ #댄스챌린지​ ...","7931","184"
"여친에 그 날 #고양이밈","","2887","36"
"소주 사랑해 🥰 인기 밈 손글씨 버전 #shorts #손글씨 #왕클세종","왕클세종님의 독특한 음색이 돋보이는 인기밈을 손글씨로   소주를 사랑하는 분들께 추천!   #shorts #쇼츠 #손글씨 #handlettering ...","1189","41"
